season,episode,baker,technical,result,baker_age,baker_occupation,hometown,signature_bake,show_stopper
3,5,Manisha,5,OUT,27,Nursery nurse,Leicester,Lamb Wellington with Rosemary and Mint,Banana Scotch Pie
3,5,Ryan,8,STAR BAKER,38,Photographer,Bristol,Curry Spiced Seabass Wellington,Key Lime Pie
3,5,Natasha,NA,NA,36,Midwife,"Tamworth, Staffordshire",NA,NA
3,5,Peter,NA,NA,43,Sales manager,"Windsor, Berkshire",NA,NA
3,5,Stuart,NA,NA,26,PE teacher,"Lichfield, Staffordshire",NA,NA
3,5,Victoria,NA,NA,50,CEO of the charity Plantlife,Somerset,NA,NA
3,6,Cathryn,3,IN,27,Shop assistant,"Pease Pottage, West Sussex","Chocolate Walnut Whip Puddings
Elderflower Sponges",Roasted Vegetable Couscous and Sheep Cheese Strudel
3,6,Danny,2,IN,45,Intensive care consultant,Sheffield,Banoffee Puddings with Walnut Butterscotch SauceJubilee Chocolate Fondants,"Leek, Potato, Pistachio and Gruyère Strudel"
3,6,James,7,IN,21,Medical student,"Hillswick, Shetland Islands",Banana and Clove PuddingsClootie Dumplings,"Strawberry, Rhubarb and Ginger Strudel"
3,6,John,5,IN,22,Law student,Wigan,Spicy Toffee PuddingsRaspberry and White Chocolate Puddings,Did not complete due to injury
3,6,Ryan,6,IN,38,Photographer,Bristol,Chocolate FondantsSticky Ginger and Date Puddings,"Apple, Sour Cherry, Raisin and Mixed Nuts Strudel"
3,6,Sarah-Jane,4,IN,28,Vicar's wife,"Bewbush, West Sussex",Sticky Toffee PuddingsGranny's Saucy Lemon Puddings,Sweet Strudel with Sour Cherries
3,6,Brendan,1,STAR BAKER,63,Recruitment consultant,Sutton Coldfield,"Rhubarb, Strawberry and Ginger Puddings
Sticky Toffee Puddings","Spinach, Cheese and Walnut Strudel"
3,6,Manisha,NA,NA,27,Nursery nurse,Leicester,NA,NA
3,6,Natasha,NA,NA,36,Midwife,"Tamworth, Staffordshire",NA,NA
3,6,Peter,NA,NA,43,Sales manager,"Windsor, Berkshire",NA,NA
3,6,Stuart,NA,NA,26,PE teacher,"Lichfield, Staffordshire",NA,NA
3,6,Victoria,NA,NA,50,CEO of the charity Plantlife,Somerset,NA,NA
3,7,Brendan,4,IN,63,Recruitment consultant,Sutton Coldfield,Chelsea Bunskis,Black Forest Christmas Stollen
3,7,Cathryn,5,IN,27,Shop assistant,"Pease Pottage, West Sussex",Lady Arundel's Manchet Buns,Bonfire Night Tear 'n' Share Brioche
3,7,James,1,IN,21,Medical student,"Hillswick, Shetland Islands",Easter Chelsea Buns,Whisky Kugelhopf-Brioche Baba
3,7,John,3,IN,22,Law student,Wigan,Cherry and Almond Saffron Buns,Marzipan Stollen
3,7,Ryan,6,OUT,38,Photographer,Bristol,Lardy Cakes,Char Siu Bao
3,7,Sarah-Jane,7,OUT,28,Vicar's wife,"Bewbush, West Sussex","Orange, Nutmeg and Saffron Buns",Sour Cherry and Dark Chocolate Christmas Plait
3,7,Danny,2,STAR BAKER,45,Intensive care consultant,Sheffield,Bakewell Chelsea Buns,European Christmas Wreath
3,7,Manisha,NA,NA,27,Nursery nurse,Leicester,NA,NA
3,7,Natasha,NA,NA,36,Midwife,"Tamworth, Staffordshire",NA,NA
3,7,Peter,NA,NA,43,Sales manager,"Windsor, Berkshire",NA,NA
3,7,Stuart,NA,NA,26,PE teacher,"Lichfield, Staffordshire",NA,NA
3,7,Victoria,NA,NA,50,CEO of the charity Plantlife,Somerset,NA,NA
3,8,Brendan,2,IN,63,Recruitment consultant,Sutton Coldfield,Multi-Seed Savoury Crackers,Fantasy Gingerbread Bird House
3,8,Danny,4,IN,45,Intensive care consultant,Sheffield,Spiced Almond Drinks Crackers,Gingerbread Big Ben
3,8,John,3,IN,22,Law student,Wigan,Asian Spice Crackers,Gingerbread Roman Coliseum
3,8,Cathryn,5,OUT,27,Shop assistant,"Pease Pottage, West Sussex",Cheese and Pickle Crackers,Gingerbread Buckingham Palace
3,8,James,1,STAR BAKER,21,Medical student,"Hillswick, Shetland Islands","Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn
3,8,Manisha,NA,NA,27,Nursery nurse,Leicester,NA,NA
3,8,Natasha,NA,NA,36,Midwife,"Tamworth, Staffordshire",NA,NA
3,8,Peter,NA,NA,43,Sales manager,"Windsor, Berkshire",NA,NA
3,8,Ryan,NA,NA,38,Photographer,Bristol,NA,NA
3,8,Sarah-Jane,NA,NA,28,Vicar's wife,"Bewbush, West Sussex",NA,NA
3,8,Stuart,NA,NA,26,PE teacher,"Lichfield, Staffordshire",NA,NA
3,8,Victoria,NA,NA,50,CEO of the charity Plantlife,Somerset,NA,NA
3,9,Brendan,3,IN,63,Recruitment consultant,Sutton Coldfield,Coffee Meringue and Hazelnut CreamsApricot and Pistachio FriandsLime Curd Choux Pastry Cygnets,Gateau St. Honoré
3,9,John,2,IN,22,Law student,Wigan,Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons,Gateau St. Honoré a la Passion
3,9,Danny,4,OUT,45,Intensive care consultant,Sheffield,Blackberry and Peppermint MacaroonsMiniature Raspberry and Basil FinanciersOrange and White Chocolate Langues de Chat,Rosewater and Lychee St. Honoré
3,9,James,1,STAR BAKER,21,Medical student,"Hillswick, Shetland Islands","Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest"
3,9,Cathryn,NA,NA,27,Shop assistant,"Pease Pottage, West Sussex",NA,NA
3,9,Manisha,NA,NA,27,Nursery nurse,Leicester,NA,NA
3,9,Natasha,NA,NA,36,Midwife,"Tamworth, Staffordshire",NA,NA
3,9,Peter,NA,NA,43,Sales manager,"Windsor, Berkshire",NA,NA
3,9,Ryan,NA,NA,38,Photographer,Bristol,NA,NA
3,9,Sarah-Jane,NA,NA,28,Vicar's wife,"Bewbush, West Sussex",NA,NA
3,9,Stuart,NA,NA,26,PE teacher,"Lichfield, Staffordshire",NA,NA
3,9,Victoria,NA,NA,50,CEO of the charity Plantlife,Somerset,NA,NA
3,10,Brendan,2,Runner-up,63,Recruitment consultant,Sutton Coldfield,Potato and Pepper Pithivier,Family Reunion Chiffon Cake
3,10,James,1,Runner-up,21,Medical student,"Hillswick, Shetland Islands",Spanish Pithivier with Chorizo and Red Pepper,United Chiffon Cakes
3,10,John,2,WINNER,22,Law student,Wigan,Italian Sausage and Roasted Vegetable Pithivier,Heaven and Hell Chiffon Cake
3,10,Cathryn,NA,NA,27,Shop assistant,"Pease Pottage, West Sussex",NA,NA
3,10,Danny,NA,NA,45,Intensive care consultant,Sheffield,NA,NA
3,10,Manisha,NA,NA,27,Nursery nurse,Leicester,NA,NA
3,10,Natasha,NA,NA,36,Midwife,"Tamworth, Staffordshire",NA,NA
3,10,Peter,NA,NA,43,Sales manager,"Windsor, Berkshire",NA,NA
3,10,Ryan,NA,NA,38,Photographer,Bristol,NA,NA
3,10,Sarah-Jane,NA,NA,28,Vicar's wife,"Bewbush, West Sussex",NA,NA
3,10,Stuart,NA,NA,26,PE teacher,"Lichfield, Staffordshire",NA,NA
3,10,Victoria,NA,NA,50,CEO of the charity Plantlife,Somerset,NA,NA
4,1,Ali,11,IN,25,Charity worker,"Saltley, Birmingham",Rose and Pistachio Cake,"Chocolate, Raspberry and Passion Fruit Engagement Cake"
4,1,Beca,8,IN,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Grapefruit Sandwich Cake,Chocolate Cherry Indulgence
4,1,Christine,3,IN,66,Director of an engraving company,"Didcot, Oxfordshire","Strawberry, Vanilla and Rosewater Summer Basket",Chocolate and Orange 'Fripperous' Hat Cake
4,1,Deborah,9,IN,51,Dentist,Peterborough,Pineapple Cake,'Coffee Time'
4,1,Frances,7,IN,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Giant Jam Sandwich,Secret Squirrel Cake
4,1,Glenn,4,IN,37,English Teacher,"Teignmouth, Devon",Strawberries and Cream Cake,Almond and Espresso Chocolate Cake
4,1,Howard,6,IN,51,Council Worker,Sheffield,Passion Fruit and Coconut Cake,Black Forest Revisited
4,1,Kimberley,10,IN,30,Psychologist,London,Blood Orange Cake,"Chocolate, Raspberry & Basil Layer Cake"
4,1,Lucy,2,IN,38,Horticulturist,"Grimsby, Lincolnshire",Timperley Early Cake,Thyme 'Wildwood' Cake
4,1,Mark,5,IN,37,Carpenter and Kitchen Fitter,Milton Keynes,Lemon and Poppy Seed Cake,Chocolate Monster
4,1,Ruby,12,IN,20,History of Art and Philosophy Student,"Southend, Essex",Rhubarb and Custard Sandwich Cake,Chocolate and Ginger Night Sky Cake
4,1,Toby,13,OUT,30,Web Programmer,"Reading, Berkshire",Spiced and Iced Carrot Cake,Two Tiered Chocolate Cake
4,1,Robert,1,STAR BAKER,54,Space Satellite Designer,"Melbourn, Cambridgeshire",Pecan and Apple Cake,Raspberry Chocolate Cake
4,2,Ali,9,IN,25,Charity worker,"Saltley, Birmingham",Italian Grissini,Sweet and Savoury Yin Yang Bread
4,2,Beca,11,IN,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Fennel and Chilli Breadsticks,Five Strand Christmas Wreath
4,2,Christine,4,IN,66,Director of an engraving company,"Didcot, Oxfordshire",Mediterranean Breadsticks with Oregano,Double Plaited Loaf
4,2,Deborah,8,IN,51,Dentist,Peterborough,Fennel & Chilli Breadsticks,Walnut Fleur Loaf
4,2,Frances,2,IN,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Giant Matchsticks,Sailor's Knot
4,2,Glenn,7,IN,37,English Teacher,"Teignmouth, Devon",Rosemary and Parmesan Grissini,Harvest Crown
4,2,Howard,10,IN,51,Council Worker,Sheffield,Moroccan Breadsticks,Picasso Sun Bread
4,2,Kimberley,1,IN,30,Psychologist,London,Nigella Seed and Parmesan Breadsticks,Peace Bread
4,2,Mark,6,IN,37,Carpenter and Kitchen Fitter,Milton Keynes,Rosemary & Raisin Breadsticks,Sage & Garlic Plait
4,2,Robert,5,IN,54,Space Satellite Designer,"Melbourn, Cambridgeshire",Twisty Rye Bread Sticks,Tribute Loaf
4,2,Lucy,12,OUT,38,Horticulturist,"Grimsby, Lincolnshire",Grissini with Salt,Roast Tomato Bread
4,2,Ruby,3,STAR BAKER,20,History of Art and Philosophy Student,"Southend, Essex",Mexican Breadsticks,White Chocolate and Orange Peacock Bread
4,2,Toby,NA,NA,30,Web Programmer,"Reading, Berkshire",NA,NA
4,3,Ali,5,IN,25,Charity worker,"Saltley, Birmingham","Coconut, Raspberry and Lemon Meringue Trifle",Vanilla Latte Mini CakesLime & Mint Shortbread Pops
4,3,Beca,10,IN,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Orange and Ginger Trifle,Limoncello and Blueberry BurstsMillionaire Shortbread
4,3,Frances,8,IN,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Apple and Blackberry Crumble Trifle,'Ballet Bites' Ginger NutcrackersSugar Plum Fairy Cakes
4,3,Glenn,1,IN,37,English Teacher,"Teignmouth, Devon",Raspberry and Almond Trifle,Billionaire BouchéesOrange Financiers
4,3,Howard,7,IN,51,Council Worker,Sheffield,Caramel and Apple Trifle*,Black Coffee and Cardamom CakesWhite Stilton and Pear Biscuits
4,3,Kimberley,6,IN,30,Psychologist,London,"Peach, Almond and Ginger Trifle",Chocolate Pistachio FinanciersLemon Bergamot Biscuits
4,3,Robert,2,IN,54,Space Satellite Designer,"Melbourn, Cambridgeshire",Rhubarb and Orange Trifle,Almond FriandsTurǫn Macaroons
4,3,Ruby,3,IN,20,History of Art and Philosophy Student,"Southend, Essex",Desert Island Trifle,Lemon Shortbread and White Chocolate SeashellsBlackberry and Chocolate Layer Cakes
4,3,Deborah,9,OUT,51,Dentist,Peterborough,Tropical Trifle*,Canelé Cherry and Chocolate CakesRose Cookies
4,3,Mark,11,OUT,37,Carpenter and Kitchen Fitter,Milton Keynes,"Ginger, Mango and Passion Fruit Trifle",Rose and Pistachio MacaroonsChocolate and Raspberry Bites
4,3,Christine,4,STAR BAKER,66,Director of an engraving company,"Didcot, Oxfordshire",Caribbean Pina Colada Trifle,Ninety-NinersSachertorte Parcels
4,3,Lucy,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire",NA,NA
4,3,Toby,NA,NA,30,Web Programmer,"Reading, Berkshire",NA,NA
4,4,Beca,2,IN,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Mamgu's Cherry-Apple Tart,Moroccan Vegetable Filo Feast
4,4,Christine,7,IN,66,Director of an engraving company,"Didcot, Oxfordshire","Granny Rogers' Apple, Plum & Cinnamon Country Pie",Roasted Vegetable Filo Pie with Feta Cheese
4,4,Frances,1,IN,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Peach Pie In the Sky,Cherry Tree Baklava Filo Pie
4,4,Glenn,9,IN,37,English Teacher,"Teignmouth, Devon",Apple & Maple Syrup Pie,Spanakopita (Walnut and Feta Cheese)
4,4,Howard,5,IN,51,Council Worker,Sheffield,Apple Pie with Sage Pastry,Fresh Fig and Feta Filo Flan
4,4,Robert,3,IN,54,Space Satellite Designer,"Melbourn, Cambridgeshire",Apple and Pear Pie with Thyme,Spanakopita with St George's Mushrooms
4,4,Ruby,6,IN,20,History of Art and Philosophy Student,"Southend, Essex",Apple and Marzipan Pie,"Rose, Almond and Raspberry Filo Pie"
4,4,Ali,8,OUT,25,Charity worker,"Saltley, Birmingham",Apple and Ginger Pie with a Pecan and Walnut Shortcrust Pastry,"Orange, Cardamom and Date M'Hanncha"
4,4,Kimberley,4,STAR BAKER,30,Psychologist,London,Pecan and Rosemary Caramel Apple Pie,"Chicken, Bacon and Butternut Squash Pie"
4,4,Deborah,NA,NA,51,Dentist,Peterborough,NA,NA
4,4,Lucy,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire",NA,NA
4,4,Mark,NA,NA,37,Carpenter and Kitchen Fitter,Milton Keynes,NA,NA
4,4,Toby,NA,NA,30,Web Programmer,"Reading, Berkshire",NA,NA
4,5,Beca,5,IN,31,Military Wives' Choir Singer,"Aldershot, Hampshire","Chocolate, Cherry and Hazelnut Brownies",Tiered Macaron and Sugar Dough Biscuit Centrepiece
4,5,Frances,3,IN,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Millionaire Banoffee Bonus,Biscuit Buttons and Beads
4,5,Glenn,2,IN,37,English Teacher,"Teignmouth, Devon",Apricot and Pistachio Tiffin,Shortbread and Macaron Helter-Skelter
4,5,Howard,8,IN,51,Council Worker,Sheffield,Breakfast Traybake,Japanese Pagoda Tea Tower
4,5,Kimberley,7,IN,30,Psychologist,London,Cherry and Almond Bakewell Florentine Slice,Black and White Viennese Biscuit Stack
4,5,Ruby,6,IN,20,History of Art and Philosophy Student,"Southend, Essex",Blackberry and Lemon Bakewell Slice,'Dropped Ice-Cream' Biscuit Centrepiece
4,5,Robert,4,OUT,54,Space Satellite Designer,"Melbourn, Cambridgeshire",Blueberry & Orange Traybake,Dalek
4,5,Christine,1,STAR BAKER,66,Director of an engraving company,"Didcot, Oxfordshire",Mixed Berry and Almond Crumble Traybake,Shortbread Bavarian Clock Tower
4,5,Ali,NA,NA,25,Charity worker,"Saltley, Birmingham",NA,NA
4,5,Deborah,NA,NA,51,Dentist,Peterborough,NA,NA
4,5,Lucy,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire",NA,NA
4,5,Mark,NA,NA,37,Carpenter and Kitchen Fitter,Milton Keynes,NA,NA
4,5,Toby,NA,NA,30,Web Programmer,"Reading, Berkshire",NA,NA
4,6,Beca,6,IN,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Bara Brith,Chocolate and Rum-Soaked Prune BriochesCardamom Spiced Lemon Iced Buns
4,6,Christine,4,IN,66,Director of an engraving company,"Didcot, Oxfordshire",Oxford Nutty Fruit Loaf,Schnecken BunsVanilla Custard Skolebrød
4,6,Frances,2,IN,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Chai Tea Loaf,Hot Cross BriochesRhubarb and Custard Kolaches
4,6,Glenn,5,IN,37,English Teacher,"Teignmouth, Devon",Devonshire Panettone,Almond and Apricot BriochesSticky Caramel Kanelbullen
4,6,Kimberley,3,IN,30,Psychologist,London,Chai Spiced Ginger and Date Tea Loaf,Double Chocolate and Hazelnut BriochesDanish Kanelsnurrer
4,6,Howard,7,OUT,51,Council Worker,Sheffield,Date & Hemp Yorkshire Loaf,Peachy BunsGerman Baumschnecken
4,6,Ruby,1,STAR BAKER,20,History of Art and Philosophy Student,"Southend, Essex",Citrus Tea Loaf,Twisted Swedish KanelbullarSaffron St. Lucia Buns
4,6,Ali,NA,NA,25,Charity worker,"Saltley, Birmingham",NA,NA
4,6,Deborah,NA,NA,51,Dentist,Peterborough,NA,NA
4,6,Lucy,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire",NA,NA
4,6,Mark,NA,NA,37,Carpenter and Kitchen Fitter,Milton Keynes,NA,NA
4,6,Robert,NA,NA,54,Space Satellite Designer,"Melbourn, Cambridgeshire",NA,NA
4,6,Toby,NA,NA,30,Web Programmer,"Reading, Berkshire",NA,NA
4,7,Beca,1,IN,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Spring Lamb and Vegetable Suet Puddingwith Redcurrant Gravy,Nectarine and Frangipane SquaresChocolate and Hazelnut Vol-au-ventsStrawberries and Cream Mille-feuille
4,7,Christine,6,IN,66,Director of an engraving company,"Didcot, Oxfordshire",Spotted Dick 'With a Kick'and Vanilla Custard Ice Cream,Eccles CakesFresh Fruit BasketsLemon Cream Eton Mess Mille-feuille
4,7,Kimberley,4,IN,30,Psychologist,London,Barberry and Apple Spotted Dickwith Maple Syrup and White Chocolate Custard,"Pear, Malt and Butterscotch Mille-feuilleBlackberry and Lemon Verbena Crème Brûle Custard TartsFig, Orange and Thyme Galette"
4,7,Ruby,2,IN,20,History of Art and Philosophy Student,"Southend, Essex",Plum Jam Roly-Polywith Ginger Ice cream,Raspberry and Passion Fruit Mille-feuilleCaramelised Apple LatticePortuguese Custard Tarts
4,7,Glenn,3,OUT,37,English Teacher,"Teignmouth, Devon",Prune and Armagnac Puddingwith Boozy Butterscotch Sauce,Caramelised Apple and Marzipan TartletsChocolate Elephant EarsPassion Fruit Mille-feuille
4,7,Frances,5,STAR BAKER,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Figgy Roll-y Poly Puddingwith Caramelised Walnut and Honey Ice-Cream,French Framboise Cream HornsSheet Music Mille-feuilleBass Clef Palmiers
4,7,Ali,NA,NA,25,Charity worker,"Saltley, Birmingham",NA,NA
4,7,Deborah,NA,NA,51,Dentist,Peterborough,NA,NA
4,7,Howard,NA,NA,51,Council Worker,Sheffield,NA,NA
4,7,Lucy,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire",NA,NA
4,7,Mark,NA,NA,37,Carpenter and Kitchen Fitter,Milton Keynes,NA,NA
4,7,Robert,NA,NA,54,Space Satellite Designer,"Melbourn, Cambridgeshire",NA,NA
4,7,Toby,NA,NA,30,Web Programmer,"Reading, Berkshire",NA,NA
4,8,Beca,4,IN,31,Military Wives' Choir Singer,"Aldershot, Hampshire","Potato, Spelt and Rosemary Focaccia",Spiced Butternut Squash and Pecan 'Cheese' Cake
4,8,Frances,3,IN,31,Children's Clothes Designer,"Market Harborough, Leicestershire",'Chelsea Flour Show' Bun Bouquet,"Hidden Carrot Cake (Ground Praline, Beetroot and Walnut)"
4,8,Kimberley,2,IN,30,Psychologist,London,Wild Garlic Pesto and Parma Ham Spelt Loaf,Butternut Squash and Spice Cake Toadstool House
4,8,Christine,5,OUT,66,Director of an engraving company,"Didcot, Oxfordshire","Multi-Seeded Loaf with Pumpkin, Sesame and Sunflower Seeds",Sweet Potato Guitar with Passion Fruit Icing and Marshmallow Fondant
4,8,Ruby,1,STAR BAKER,20,History of Art and Philosophy Student,"Southend, Essex",Mango and Nigella Seed Spelt Cob,Carrot Cake and Pistachio Garden Plot
4,8,Ali,NA,NA,25,Charity worker,"Saltley, Birmingham",NA,NA
4,8,Deborah,NA,NA,51,Dentist,Peterborough,NA,NA
4,8,Glenn,NA,NA,37,English Teacher,"Teignmouth, Devon",NA,NA
4,8,Howard,NA,NA,51,Council Worker,Sheffield,NA,NA
4,8,Lucy,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire",NA,NA
4,8,Mark,NA,NA,37,Carpenter and Kitchen Fitter,Milton Keynes,NA,NA
4,8,Robert,NA,NA,54,Space Satellite Designer,"Melbourn, Cambridgeshire",NA,NA
4,8,Toby,NA,NA,30,Web Programmer,"Reading, Berkshire",NA,NA
4,9,Frances,2,IN,31,Children's Clothes Designer,"Market Harborough, Leicestershire","Legume Canapés:
Chantenay CarrotsChoux Pastry TomatoesCauliflower Cheese Scones",Great British Soap Opera Cake
4,9,Ruby,4,IN,20,History of Art and Philosophy Student,"Southend, Essex","Beetroot Jelly on Poppy Seed BiscuitsSpinach, Parmesan and Egg TartletsChoux Buns with Goat's Cheese and Caramelised Onions","Chocolate, Almond Praline and Saffron Opera Cake"
4,9,Beca,3,OUT,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Stilton and Walnut MacaronsBeetroot and Salmon Choux PuffsWelsh Rarebit Tartlets,Banoffee Opera Cake
4,9,Kimberley,1,STAR BAKER,30,Psychologist,London,Pea Purée TartsCrab and Wasabi ProfiterolesSteamed Buns with Barbecue Chicken,Passion Fruit and Lime Opera Cake
4,9,Ali,NA,NA,25,Charity worker,"Saltley, Birmingham",NA,NA
4,9,Christine,NA,NA,66,Director of an engraving company,"Didcot, Oxfordshire",NA,NA
4,9,Deborah,NA,NA,51,Dentist,Peterborough,NA,NA
4,9,Glenn,NA,NA,37,English Teacher,"Teignmouth, Devon",NA,NA
4,9,Howard,NA,NA,51,Council Worker,Sheffield,NA,NA
4,9,Lucy,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire",NA,NA
4,9,Mark,NA,NA,37,Carpenter and Kitchen Fitter,Milton Keynes,NA,NA
4,9,Robert,NA,NA,54,Space Satellite Designer,"Melbourn, Cambridgeshire",NA,NA
4,9,Toby,NA,NA,30,Web Programmer,"Reading, Berkshire",NA,NA
4,10,Kimberley,1,Runner-up,30,Psychologist,London,Chicken and Pig Pie,Languages of Love Wedding Cake
4,10,Ruby,2,Runner-up,20,History of Art and Philosophy Student,"Southend, Essex",Picnic Basket Pie,"Raspberry, Lemon and Passion Fruit Wedding Cake"
4,10,Frances,3,WINNER,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Rainbow Picnic Pie,Midsummer Night's Dream Wedding Cake
4,10,Ali,NA,NA,25,Charity worker,"Saltley, Birmingham",NA,NA
4,10,Beca,NA,NA,31,Military Wives' Choir Singer,"Aldershot, Hampshire",NA,NA
4,10,Christine,NA,NA,66,Director of an engraving company,"Didcot, Oxfordshire",NA,NA
4,10,Deborah,NA,NA,51,Dentist,Peterborough,NA,NA
4,10,Glenn,NA,NA,37,English Teacher,"Teignmouth, Devon",NA,NA
4,10,Howard,NA,NA,51,Council Worker,Sheffield,NA,NA
4,10,Lucy,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire",NA,NA
4,10,Mark,NA,NA,37,Carpenter and Kitchen Fitter,Milton Keynes,NA,NA
4,10,Robert,NA,NA,54,Space Satellite Designer,"Melbourn, Cambridgeshire",NA,NA
4,10,Toby,NA,NA,30,Web Programmer,"Reading, Berkshire",NA,NA
5,1,Chetna,3,IN,35,Fashion Designer,"Broadstairs, Kent","Cardamom, Pistachio and Coffee Swiss Roll",Tiered Victoria Sponges with Lemon Curd and Raspberry Cream
5,1,Diana,5,IN,69,Women's Institute (WI) Judge,"Alkington, Shropshire",Mum's Sunday Tea Lemon Curd Swiss Roll,Chocolate Ganache Surprises
5,1,Enwezor,9,IN,39,Business Consultant,"Portsmouth, Hampshire",Raspberry and Lemon Swiss Roll,Coffee and Walnut Battenberg Squares
5,1,Iain,4,IN,31,Construction Engineer,London/Belfast,Apricot and Basil Swiss Roll with Mascarpone and White Chocolate Cream,"Lemon Drizzle Cakes with Mascarpone Filling, Drizzled Icing, and Candied Lemon"
5,1,Jordan,12,IN,32,IT Manager,"Sneinton, Nottingham",Kawaii Frasier Swiss Roll,Lemon Drizzle Cakes with Blueberry and Lemon Curd
5,1,Kate,6,IN,41,Furniture Restorer,"Brighton, East Sussex",Red Velvet and White Chocolate Swiss Roll,Mini Tiered Victoria Sponges
5,1,Luis,7,IN,42,Graphic Designer,"Poynton, Cheshire",Spanish Swiss Roll,Raspberry and Lemon Genoise Slices with Lemon Drizzles
5,1,Martha,2,IN,17,Student,"Ascot, Berkshire",Tiramisu Swiss Roll,Mini Lemon and Thyme Drizzle Cakes
5,1,Norman,11,IN,66,Retired Naval Officer,"Portknockie, Moray",Black Forest Swiss Roll,Almond and Raspberry Mini Cakes
5,1,Richard,10,IN,38,Builder,"Mill Hill, London",Pistachio and Strawberry Swiss Roll,Miniature Coffee & Walnut Cakes
5,1,Claire,8,OUT,31,Speech Therapist,"Ashton upon Mersey, Trafford",Chocolatey Orangey Swirly Roll,Mini Chocolate and Cherry Cakes
5,1,Nancy,1,STAR BAKER,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Coffee and Hazelnut Swiss Roll,Jaffa Orange Cakes
5,2,Chetna,8,IN,35,Fashion Designer,"Broadstairs, Kent",Fenugreek and Carom Crackers,Day On The Beach
5,2,Diana,7,IN,69,Women's Institute (WI) Judge,"Alkington, Shropshire",Parmesan Triangles,"Express, First Class"
5,2,Iain,11,IN,31,Construction Engineer,London/Belfast,Za'atar and Fig Biscuits,Wild West Scene
5,2,Jordan,6,IN,32,IT Manager,"Sneinton, Nottingham","Sourdough, Parmesan and Chilli Biscuits",Monster Attack
5,2,Kate,4,IN,41,Furniture Restorer,"Brighton, East Sussex",Parmesan and Apple Biscuits,Tea Time
5,2,Luis,3,IN,42,Graphic Designer,"Poynton, Cheshire",Black Olive and Rosemary Biscuits with Caramelised Onion Glaze,George Versus The Dragon
5,2,Martha,5,IN,17,Student,"Ascot, Berkshire",Caramelised Onion and Goat's Cheese Sandwich Biscuits,Ski Village Scene
5,2,Nancy,2,IN,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Fennel and Rye Thins,Hansel and Gretel Scene
5,2,Norman,10,IN,66,Retired Naval Officer,"Portknockie, Moray",Farthing Biscuits,Zulu Boats at Dawn
5,2,Enwezor,9,OUT,39,Business Consultant,"Portsmouth, Hampshire",Pumpkin and Sunflower Savoury Biscuits,Space Adventure Moon Scene
5,2,Richard,1,STAR BAKER,38,Builder,"Mill Hill, London",Rosemary Seeded Crackers,Pirates!
5,2,Claire,NA,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA
5,3,Chetna,8,IN,35,Fashion Designer,"Broadstairs, Kent",Onion and Pine Nut Rolls,Rolled and Filled Twin Loaf
5,3,Diana,7,IN,69,Women's Institute (WI) Judge,"Alkington, Shropshire",Rustic Picnic Rolls,Sharing Savoury Pinwheel
5,3,Iain,9,IN,31,Construction Engineer,London/Belfast,Cranberry and Walnut Rye Bread Rolls,Moroccan Plaited with a Bessara Dip
5,3,Kate,1,IN,41,Furniture Restorer,"Brighton, East Sussex",Orange and Cardamom Rye Bread Knots,"Prosciutto, Olive and Coriander Bread"
5,3,Martha,3,IN,17,Student,"Ascot, Berkshire",Date and Walnut Rye Rolls,Stuffed Sunflower Loaf
5,3,Nancy,5,IN,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Cider and Walnut Crusty Rolls,'Full English' Stromboli
5,3,Norman,4,IN,66,Retired Naval Officer,"Portknockie, Moray",Rye Bread Rolls,Chicken and Roasted Vegetable Picnic Loaf
